order_id,customer_id,order_date,status
10861,217,2025-03-21,Completed
10862,57,2025-03-16,Completed
10863,230,2025-03-24,Completed
10864,208,2025-03-28,Completed
10865,188,2025-04-12,Completed
10866,61,2025-04-30,Completed
10867,75,2025-04-18,Completed
10868,61,2025-04-13,Completed
10869,27,2025-04-16,Returned
10870,74,2025-04-14,Completed
10871,206,2025-04-30,Completed
10872,7,2025-04-14,Cancelled
10873,133,2025-04-13,Completed
10874,65,2025-04-19,Completed
10875,244,2025-04-24,Completed
10876,178,2025-04-13,Completed
10877,23,2025-04-06,Completed
10878,51,2025-04-13,Completed
10879,213,2025-04-25,Completed
10880,93,2025-04-12,Cancelled
10881,129,2025-04-10,Completed
10882,34,2025-04-08,Completed
10883,13,2025-04-28,Completed
10884,189,2025-04-24,Completed
10885,34,2025-04-20,Completed
10886,246,2025-04-04,Completed
10887,118,2025-04-17,Cancelled
10888,45,2025-04-11,Completed
10889,26,2025-04-13,Cancelled
10890,106,2025-04-22,Completed
10891,188,2025-04-21,Completed
10892,120,2025-04-22,Completed
10893,172,2025-04-27,Cancelled
10894,46,2025-04-17,Completed
10895,87,2025-04-06,Completed
10896,123,2025-04-30,Completed
10897,61,2025-04-30,Completed
10898,139,2025-04-05,Completed
10899,192,2025-04-11,Completed
10900,46,2025-04-27,Cancelled
10901,58,2025-04-23,Completed
10902,187,2025-04-07,Completed
10903,113,2025-04-29,Completed
10904,51,2025-04-03,Completed
10905,13,2025-04-16,Completed
10906,31,2025-04-14,Completed
10907,197,2025-04-13,Completed
10908,69,2025-04-13,Completed
10909,32,2025-04-01,Completed
10910,188,2025-04-24,Completed
10911,42,2025-04-18,Completed
10912,10,2025-04-29,Completed
10913,98,2025-04-09,Completed
10914,193,2025-04-01,Cancelled
10915,85,2025-04-02,Completed
10916,130,2025-04-26,Completed
10917,90,2025-04-23,Completed
10918,168,2025-04-06,Cancelled
10919,101,2025-04-18,Completed
10920,19,2025-04-19,Completed
10921,256,2025-04-21,Returned
10922,76,2025-04-25,Completed
10923,46,2025-04-27,Completed
10924,181,2025-04-21,Completed
10925,249,2025-04-29,Completed
10926,250,2025-04-11,Completed
10927,104,2025-04-22,Completed
10928,26,2025-04-24,Completed
10929,6,2025-04-28,Completed
10930,204,2025-04-17,Cancelled
10931,48,2025-04-09,Completed
10932,126,2025-04-26,Completed
10933,142,2025-04-19,Completed
10934,141,2025-04-27,Completed
10935,220,2025-04-16,Completed
10936,44,2025-04-10,Completed
10937,93,2025-05-15,Cancelled
10938,13,2025-05-11,Completed
10939,221,2025-05-26,Returned
10940,241,2025-05-22,Completed
10941,75,2025-05-01,Completed
10942,32,2025-05-28,Completed
10943,184,2025-05-22,Completed
10944,244,2025-05-19,Completed
10945,152,2025-05-21,Completed
10946,45,2025-05-20,Completed
10947,14,2025-05-30,Cancelled
10948,126,2025-05-15,Completed
10949,129,2025-05-20,Completed
10950,135,2025-05-11,Completed
10951,248,2025-05-18,Cancelled
10952,20,2025-05-16,Completed
10953,174,2025-05-21,Completed
10954,172,2025-05-01,Completed
10955,77,2025-05-27,Completed
10956,42,2025-05-29,Cancelled
10957,68,2025-05-06,Cancelled
10958,41,2025-05-14,Completed
10959,46,2025-05-14,Completed
10960,10,2025-05-21,Completed
10961,212,2025-05-19,Completed
10962,172,2025-05-28,Completed
10963,3,2025-05-23,Completed
10964,125,2025-05-19,Completed
10965,245,2025-05-01,Completed
10966,210,2025-05-26,Completed
10967,144,2025-05-26,Completed
10968,32,2025-05-20,Completed
10969,168,2025-05-21,Completed
10970,240,2025-05-19,Completed
10971,22,2025-05-08,Completed
10972,41,2025-05-28,Completed
10973,144,2025-05-26,Completed
10974,80,2025-05-21,Completed
10975,254,2025-05-13,Completed
10976,1,2025-05-24,Completed
10977,116,2025-05-30,Completed
10978,102,2025-05-07,Completed
10979,82,2025-05-17,Completed
10980,78,2025-05-30,Completed
10981,197,2025-05-14,Completed
10982,246,2025-05-08,Completed
10983,165,2025-05-30,Returned
10984,19,2025-05-06,Completed
10985,38,2025-05-07,Returned
10986,19,2025-05-14,Completed
10987,69,2025-05-16,Completed
10988,35,2025-05-07,Cancelled
10989,245,2025-05-23,Completed
10990,7,2025-05-01,Completed
10991,93,2025-05-06,Completed
10992,50,2025-05-09,Completed
10993,256,2025-05-28,Completed
10994,135,2025-05-11,Completed
10995,65,2025-05-06,Completed
10996,211,2025-05-11,Completed
10997,72,2025-05-22,Completed
10998,52,2025-05-18,Completed
10999,137,2025-05-18,Completed
11000,86,2025-05-23,Cancelled
11001,13,2025-05-16,Returned
11002,236,2025-05-03,Completed
11003,91,2025-05-14,Cancelled
11004,107,2025-05-22,Cancelled
11005,248,2025-05-17,Cancelled
11006,156,2025-05-14,Completed
11007,57,2025-05-25,Completed
11008,75,2025-05-13,Completed
11009,85,2025-06-27,Cancelled
11010,13,2025-06-22,Completed
11011,88,2025-06-01,Cancelled
11012,111,2025-06-21,Completed
11013,51,2025-06-19,Completed
11014,71,2025-06-28,Completed
11015,157,2025-06-06,Completed
11016,200,2025-06-16,Completed
11017,5,2025-06-23,Cancelled
11018,244,2025-06-08,Completed
11019,223,2025-06-19,Completed
11020,136,2025-06-29,Completed
11021,89,2025-06-22,Completed
11022,192,2025-06-05,Cancelled
11023,235,2025-06-20,Completed
11024,88,2025-06-06,Cancelled
11025,134,2025-06-04,Completed
11026,98,2025-06-29,Completed
11027,3,2025-06-12,Completed
11028,88,2025-06-12,Completed
11029,116,2025-06-27,Cancelled
11030,102,2025-06-07,Completed
11031,32,2025-06-01,Completed
11032,174,2025-06-03,Completed
11033,106,2025-06-15,Completed
11034,156,2025-06-13,Returned
11035,188,2025-06-20,Completed
11036,1,2025-06-10,Completed
11037,239,2025-06-18,Completed
11038,139,2025-06-06,Completed
11039,213,2025-06-25,Completed
11040,133,2025-06-05,Completed
11041,234,2025-06-11,Completed
11042,225,2025-06-25,Completed
11043,76,2025-06-30,Cancelled
11044,106,2025-06-18,Completed
11045,51,2025-06-02,Completed
11046,89,2025-06-01,Completed
11047,108,2025-06-04,Completed
11048,206,2025-06-01,Completed
11049,138,2025-06-13,Completed
11050,89,2025-06-02,Completed
11051,250,2025-06-15,Completed
11052,137,2025-06-14,Completed
11053,211,2025-06-04,Completed
11054,41,2025-06-26,Completed
11055,52,2025-06-20,Cancelled
11056,5,2025-06-11,Completed
11057,40,2025-06-25,Completed
11058,126,2025-06-06,Cancelled
11059,46,2025-06-27,Completed
11060,29,2025-06-07,Completed
11061,72,2025-06-26,Returned
11062,125,2025-06-03,Completed
11063,155,2025-06-26,Completed
11064,36,2025-06-29,Completed
11065,98,2025-06-16,Completed
11066,37,2025-06-07,Completed
11067,84,2025-06-05,Returned
11068,150,2025-06-12,Completed
11069,142,2025-06-10,Completed
11070,208,2025-06-16,Completed
11071,150,2025-06-25,Completed
11072,126,2025-06-18,Completed
11073,224,2025-06-07,Completed
11074,92,2025-06-12,Completed
11075,104,2025-06-13,Completed
11076,57,2025-06-14,Cancelled
11077,172,2025-06-19,Cancelled
11078,174,2025-06-07,Completed
11079,82,2025-06-14,Completed
11080,112,2025-06-27,Completed
11081,158,2025-07-15,Completed
11082,29,2025-07-03,Completed
11083,169,2025-07-02,Completed
11084,55,2025-07-16,Completed
11085,56,2025-07-13,Completed
11086,171,2025-07-19,Completed
11087,208,2025-07-11,Completed
11088,88,2025-07-04,Completed
11089,213,2025-07-07,Completed
11090,11,2025-07-11,Completed
11091,174,2025-07-01,Completed
11092,42,2025-07-24,Completed
11093,8,2025-07-05,Completed
11094,206,2025-07-09,Cancelled
11095,178,2025-07-17,Completed
11096,52,2025-07-09,Completed
11097,15,2025-07-20,Completed
11098,88,2025-07-25,Completed
11099,50,2025-07-11,Completed
11100,112,2025-07-21,Completed
11101,41,2025-07-11,Completed
11102,133,2025-07-05,Completed
11103,73,2025-07-19,Completed
11104,133,2025-07-07,Completed
11105,50,2025-07-14,Completed
11106,101,2025-07-28,Completed
11107,8,2025-07-23,Completed
11108,32,2025-07-26,Completed
11109,148,2025-07-26,Completed
11110,69,2025-07-06,Completed
11111,34,2025-07-03,Completed
11112,8,2025-07-30,Completed
11113,240,2025-07-30,Returned
11114,118,2025-07-07,Completed
11115,80,2025-07-13,Completed
11116,243,2025-07-28,Completed
11117,93,2025-07-10,Completed
11118,75,2025-07-11,Cancelled
11119,250,2025-07-14,Completed
11120,73,2025-07-15,Completed
11121,221,2025-07-05,Completed
11122,65,2025-07-06,Completed
11123,234,2025-07-18,Completed
11124,190,2025-07-18,Completed
11125,3,2025-07-10,Cancelled
11126,240,2025-07-13,Completed
11127,32,2025-07-18,Completed
11128,242,2025-07-20,Completed
11129,7,2025-07-25,Returned
11130,82,2025-07-11,Completed
11131,104,2025-07-28,Completed
11132,112,2025-07-21,Cancelled
11133,76,2025-07-04,Completed
11134,153,2025-07-26,Completed
11135,133,2025-07-21,Completed
11136,111,2025-07-31,Completed
11137,242,2025-07-12,Cancelled
11138,144,2025-07-05,Cancelled
11139,174,2025-07-12,Completed
11140,97,2025-07-12,Completed
11141,234,2025-07-14,Completed
11142,218,2025-07-21,Completed
11143,115,2025-07-04,Completed
11144,57,2025-07-06,Completed
11145,77,2025-07-31,Completed
11146,15,2025-07-19,Completed
11147,46,2025-07-16,Completed
11148,171,2025-07-10,Completed
11149,36,2025-07-30,Completed
11150,139,2025-07-20,Completed
11151,221,2025-07-01,Cancelled
11152,151,2025-07-01,Returned
11153,67,2025-08-10,Returned
11154,157,2025-08-29,Completed
11155,61,2025-08-26,Completed
11156,38,2025-08-02,Cancelled
11157,126,2025-08-18,Completed
11158,257,2025-08-28,Completed
11159,172,2025-08-10,Completed
11160,195,2025-08-08,Completed
11161,107,2025-08-10,Completed
11162,155,2025-08-13,Completed
11163,47,2025-08-03,Completed
11164,84,2025-08-14,Cancelled
11165,157,2025-08-15,Completed
11166,192,2025-08-12,Completed
11167,257,2025-08-22,Completed
11168,127,2025-08-23,Completed
11169,216,2025-08-09,Completed
11170,3,2025-08-08,Completed
11171,46,2025-08-19,Completed
11172,142,2025-08-22,Completed
11173,6,2025-08-08,Completed
11174,6,2025-08-13,Completed
11175,14,2025-08-04,Returned
11176,151,2025-08-01,Completed
11177,52,2025-08-08,Completed
11178,200,2025-08-02,Completed
11179,212,2025-08-20,Completed
11180,156,2025-08-27,Completed
11181,8,2025-08-14,Completed
11182,71,2025-08-01,Completed
11183,215,2025-08-20,Completed
11184,71,2025-08-20,Cancelled
11185,16,2025-08-05,Completed
11186,6,2025-08-20,Returned
11187,195,2025-08-20,Returned
11188,230,2025-08-26,Completed
11189,200,2025-08-23,Completed
11190,72,2025-08-30,Completed
11191,82,2025-08-18,Completed
11192,158,2025-08-02,Completed
11193,10,2025-08-24,Completed
11194,158,2025-08-23,Completed
11195,80,2025-08-18,Returned
11196,116,2025-08-06,Completed
11197,45,2025-08-05,Completed
11198,69,2025-08-24,Completed
11199,69,2025-08-04,Completed
11200,23,2025-08-21,Completed
11201,133,2025-08-09,Completed
11202,52,2025-08-17,Completed
11203,183,2025-08-08,Completed
11204,7,2025-08-20,Completed
11205,140,2025-08-17,Completed
11206,136,2025-08-26,Completed
11207,255,2025-08-06,Cancelled
11208,23,2025-08-23,Completed
11209,41,2025-08-02,Completed
11210,191,2025-08-31,Returned
11211,206,2025-08-13,Cancelled
11212,7,2025-08-04,Completed
11213,233,2025-08-10,Completed
11214,159,2025-08-15,Completed
11215,23,2025-08-22,Completed
11216,158,2025-08-17,Completed
11217,71,2025-08-17,Completed
11218,24,2025-08-10,Completed
11219,254,2025-08-29,Completed
11220,91,2025-08-15,Cancelled
11221,67,2025-08-16,Completed
11222,188,2025-08-28,Returned
11223,97,2025-08-17,Completed
11224,8,2025-08-25,Completed
11225,61,2025-09-21,Completed
11226,51,2025-09-07,Completed
11227,80,2025-09-07,Completed
11228,143,2025-09-01,Returned
11229,174,2025-09-02,Completed
11230,229,2025-09-28,Completed
11231,147,2025-09-20,Completed
11232,126,2025-09-09,Returned
11233,126,2025-09-14,Returned
11234,61,2025-09-27,Completed
11235,191,2025-09-14,Completed
11236,238,2025-09-01,Returned
11237,140,2025-09-05,Cancelled
11238,142,2025-09-05,Completed
11239,92,2025-09-17,Completed
11240,126,2025-09-10,Completed
11241,192,2025-09-30,Completed
11242,36,2025-09-18,Completed
11243,20,2025-09-28,Completed
11244,225,2025-09-12,Completed
11245,225,2025-09-04,Completed
11246,176,2025-09-21,Completed
11247,119,2025-09-11,Completed
11248,188,2025-09-09,Completed
11249,228,2025-09-15,Cancelled
11250,85,2025-09-14,Cancelled
11251,89,2025-09-29,Returned
11252,34,2025-09-01,Completed
11253,155,2025-09-02,Completed
11254,135,2025-09-26,Completed
11255,203,2025-09-10,Completed
11256,129,2025-09-07,Completed
11257,68,2025-09-12,Completed
11258,256,2025-09-14,Completed
11259,226,2025-09-22,Cancelled
11260,220,2025-09-19,Completed
11261,245,2025-09-07,Completed
11262,20,2025-09-11,Completed
11263,112,2025-09-02,Completed
11264,244,2025-09-06,Cancelled
11265,220,2025-09-23,Completed
11266,172,2025-09-13,Completed
11267,165,2025-09-12,Completed
11268,230,2025-09-28,Completed
11269,142,2025-09-01,Completed
11270,188,2025-09-16,Completed
11271,226,2025-09-17,Completed
11272,68,2025-09-16,Completed
11273,239,2025-09-13,Completed
11274,11,2025-09-03,Completed
11275,155,2025-09-28,Completed
11276,49,2025-09-28,Completed
11277,141,2025-09-16,Completed
11278,248,2025-09-20,Completed
11279,164,2025-09-15,Cancelled
11280,23,2025-09-26,Cancelled
11281,137,2025-09-28,Completed
11282,194,2025-09-29,Completed
11283,250,2025-09-25,Completed
11284,155,2025-09-19,Cancelled
11285,242,2025-09-04,Completed
11286,116,2025-09-10,Completed
11287,93,2025-09-04,Cancelled
11288,23,2025-09-21,Completed
11289,242,2025-09-23,Completed
11290,250,2025-09-14,Completed
11291,34,2025-09-14,Completed
11292,22,2025-09-20,Completed
11293,3,2025-09-01,Completed
11294,189,2025-09-30,Completed
11295,191,2025-09-24,Completed
11296,241,2025-09-28,Cancelled
11297,61,2025-10-20,Completed
11298,254,2025-10-18,Returned
11299,254,2025-10-05,Completed
11300,175,2025-10-27,Completed
11301,168,2025-10-17,Completed
11302,209,2025-10-16,Completed
11303,123,2025-10-17,Completed
11304,145,2025-10-16,Returned
11305,89,2025-10-20,Completed
11306,113,2025-10-25,Returned
11307,233,2025-10-29,Completed
11308,147,2025-10-03,Completed
11309,119,2025-10-20,Completed
11310,86,2025-10-24,Completed
11311,27,2025-10-19,Completed
11312,246,2025-10-01,Completed
11313,61,2025-10-25,Completed
11314,81,2025-10-23,Completed
11315,97,2025-10-24,Completed
11316,104,2025-10-01,Cancelled
11317,176,2025-10-18,Completed
11318,254,2025-10-28,Completed
11319,85,2025-10-05,Completed
11320,67,2025-10-16,Completed
11321,13,2025-10-14,Completed
11322,101,2025-10-24,Completed
11323,14,2025-10-11,Cancelled
11324,116,2025-10-13,Completed
11325,210,2025-10-17,Completed
11326,131,2025-10-06,Completed
11327,18,2025-10-09,Completed
11328,191,2025-10-17,Completed
11329,236,2025-10-24,Completed
11330,16,2025-10-18,Completed
11331,91,2025-10-30,Completed
11332,148,2025-10-09,Completed
11333,194,2025-10-23,Completed
11334,4,2025-10-04,Cancelled
11335,200,2025-10-28,Completed
11336,14,2025-10-19,Cancelled
11337,171,2025-10-24,Completed
11338,26,2025-10-31,Completed
11339,113,2025-10-05,Completed
11340,96,2025-10-25,Completed
11341,46,2025-10-29,Completed
11342,216,2025-10-06,Cancelled
11343,77,2025-10-07,Completed
11344,183,2025-10-30,Completed
11345,130,2025-10-27,Completed
11346,86,2025-10-02,Completed
11347,175,2025-10-02,Completed
11348,14,2025-10-05,Completed
11349,84,2025-10-11,Completed
11350,1,2025-10-28,Completed
11351,42,2025-10-26,Returned
11352,129,2025-10-16,Completed
11353,181,2025-10-23,Completed
11354,67,2025-10-28,Completed
11355,224,2025-10-31,Completed
11356,127,2025-10-30,Completed
11357,48,2025-10-25,Completed
11358,151,2025-10-04,Completed
11359,106,2025-10-02,Completed
11360,142,2025-10-04,Completed
11361,74,2025-10-19,Completed
11362,141,2025-10-14,Cancelled
11363,11,2025-10-29,Completed
11364,156,2025-10-05,Completed
11365,120,2025-10-13,Cancelled
11366,193,2025-10-01,Cancelled
11367,218,2025-10-20,Completed
11368,229,2025-10-04,Cancelled
11369,220,2025-11-19,Cancelled
11370,59,2025-11-26,Cancelled
11371,215,2025-11-16,Completed
11372,197,2025-11-09,Completed
11373,47,2025-11-10,Completed
11374,69,2025-11-29,Completed
11375,44,2025-11-06,Completed
11376,187,2025-11-06,Completed
11377,174,2025-11-01,Completed
11378,16,2025-11-28,Cancelled
11379,159,2025-11-21,Cancelled
11380,131,2025-11-11,Completed
11381,245,2025-11-19,Returned
11382,253,2025-11-04,Completed
11383,137,2025-11-07,Completed
11384,215,2025-11-12,Completed
11385,34,2025-11-07,Completed
11386,99,2025-11-07,Completed
11387,255,2025-11-16,Cancelled
11388,216,2025-11-09,Completed
11389,75,2025-11-18,Completed
11390,71,2025-11-30,Completed
11391,104,2025-11-19,Completed
11392,239,2025-11-10,Completed
11393,234,2025-11-18,Completed
11394,148,2025-11-30,Cancelled
11395,144,2025-11-26,Cancelled
11396,239,2025-11-08,Completed
11397,55,2025-11-30,Completed
11398,87,2025-11-11,Cancelled
11399,25,2025-11-27,Returned
11400,55,2025-11-25,Completed
11401,25,2025-11-19,Completed
11402,45,2025-11-11,Completed
11403,71,2025-11-08,Completed
11404,46,2025-11-25,Cancelled
11405,216,2025-11-25,Completed
11406,55,2025-11-30,Completed
11407,10,2025-11-23,Completed
11408,240,2025-11-05,Completed
11409,189,2025-11-21,Completed
11410,96,2025-11-11,Completed
11411,32,2025-11-05,Completed
11412,204,2025-11-03,Completed
11413,134,2025-11-21,Completed
11414,127,2025-11-15,Completed
11415,55,2025-11-27,Completed
11416,69,2025-11-23,Completed
11417,81,2025-11-12,Completed
11418,10,2025-11-26,Completed
11419,118,2025-11-22,Cancelled
11420,155,2025-11-12,Completed
11421,34,2025-11-12,Completed
11422,65,2025-11-21,Completed
11423,159,2025-11-03,Completed
11424,48,2025-11-02,Completed
11425,217,2025-11-26,Completed
11426,17,2025-11-20,Cancelled
11427,207,2025-11-01,Completed
11428,178,2025-11-18,Completed
11429,120,2025-11-06,Completed
11430,186,2025-11-10,Completed
11431,171,2025-11-12,Completed
11432,223,2025-11-09,Completed
11433,71,2025-11-08,Completed
11434,86,2025-11-18,Completed
11435,89,2025-11-13,Completed
11436,69,2025-11-13,Completed
11437,17,2025-11-12,Completed
11438,126,2025-11-09,Cancelled
11439,168,2025-11-22,Completed
11440,245,2025-11-30,Completed
11441,55,2025-12-04,Completed
11442,33,2025-12-27,Completed
11443,139,2025-12-17,Completed
11444,150,2025-12-13,Completed
11445,107,2025-12-14,Completed
11446,113,2025-12-05,Completed
11447,75,2025-12-23,Cancelled
11448,220,2025-12-05,Completed
11449,81,2025-12-31,Completed
11450,183,2025-12-12,Completed
11451,50,2025-12-28,Cancelled
11452,137,2025-12-01,Cancelled
11453,234,2025-12-13,Completed
11454,215,2025-12-16,Completed
11455,136,2025-12-22,Completed
11456,258,2025-12-29,Completed
11457,236,2025-12-15,Completed
11458,236,2025-12-24,Completed
11459,156,2025-12-15,Cancelled
11460,2,2025-12-21,Cancelled
11461,234,2025-12-24,Returned
11462,135,2025-12-27,Completed
11463,135,2025-12-05,Completed
11464,207,2025-12-14,Completed
11465,120,2025-12-07,Completed
11466,13,2025-12-07,Completed
11467,155,2025-12-02,Completed
11468,65,2025-12-19,Completed
11469,137,2025-12-28,Cancelled
11470,242,2025-12-05,Completed
11471,93,2025-12-26,Cancelled
11472,213,2025-12-29,Completed
11473,243,2025-12-30,Cancelled
11474,50,2025-12-02,Completed
11475,48,2025-12-20,Completed
11476,108,2025-12-22,Completed
11477,132,2025-12-26,Completed
11478,88,2025-12-05,Completed
11479,203,2025-12-15,Completed
11480,134,2025-12-26,Completed
11481,59,2025-12-10,Completed
11482,239,2025-12-14,Completed
11483,224,2025-12-27,Completed
11484,250,2025-12-22,Completed
11485,96,2025-12-31,Returned
11486,255,2025-12-16,Completed
11487,11,2025-12-22,Completed
11488,226,2025-12-25,Completed
11489,186,2025-12-31,Completed
11490,203,2025-12-16,Completed
11491,67,2025-12-23,Returned
11492,93,2025-12-19,Completed
11493,139,2025-12-30,Cancelled
11494,26,2025-12-20,Completed
11495,58,2025-12-13,Completed
11496,38,2025-12-18,Completed
11497,187,2025-12-12,Completed
11498,127,2025-12-01,Cancelled
11499,187,2025-12-08,Completed
11500,217,2025-12-25,Completed
11501,161,2025-12-17,Cancelled
11502,190,2025-12-31,Cancelled
11503,255,2025-12-21,Completed
11504,238,2025-12-14,Completed
11505,211,2025-12-01,Completed
11506,156,2025-12-18,Completed
11507,197,2025-12-22,Completed
11508,146,2025-12-27,Completed
11509,253,2025-12-07,Completed
11510,223,2025-12-25,Completed
11511,42,2025-12-11,Completed
11512,42,2025-12-18,Completed
11513,206,2026-01-01,Completed
11514,52,2026-01-22,Completed
11515,80,2026-01-01,Completed
11516,158,2026-01-12,Completed
11517,174,2026-01-24,Completed
11518,195,2026-01-28,Returned
11519,8,2026-01-31,Completed
11520,125,2026-01-31,Completed
11521,4,2026-01-24,Completed
11522,24,2026-01-02,Completed
11523,187,2026-01-14,Completed
11524,67,2026-01-07,Completed
11525,248,2026-01-29,Completed
11526,87,2026-01-06,Cancelled
11527,172,2026-01-02,Completed
11528,29,2026-01-10,Completed
11529,171,2026-01-06,Completed
11530,191,2026-01-10,Completed
11531,120,2026-01-15,Completed
11532,52,2026-01-11,Completed
11533,181,2026-01-18,Completed
11534,66,2026-01-08,Completed
11535,230,2026-01-07,Completed
11536,103,2026-01-13,Completed
11537,129,2026-01-09,Completed
11538,248,2026-01-11,Completed
11539,66,2026-01-05,Returned
11540,138,2026-01-25,Completed
11541,93,2026-01-05,Completed
11542,245,2026-01-03,Completed
11543,18,2026-01-23,Completed
11544,192,2026-01-22,Completed
11545,258,2026-01-17,Completed
11546,58,2026-01-21,Completed
11547,86,2026-01-28,Completed
11548,242,2026-01-23,Returned
11549,115,2026-01-29,Returned
11550,197,2026-01-23,Completed
11551,69,2026-01-29,Completed
11552,112,2026-01-29,Completed
11553,76,2026-01-26,Completed
11554,31,2026-01-22,Completed
11555,19,2026-01-25,Completed
11556,106,2026-01-22,Completed
11557,92,2026-01-08,Returned
11558,170,2026-01-19,Completed
11559,172,2026-01-13,Cancelled
11560,178,2026-01-23,Completed
11561,212,2026-01-03,Completed
11562,60,2026-01-06,Completed
11563,230,2026-01-18,Completed
11564,146,2026-01-15,Completed
11565,192,2026-01-27,Completed
11566,174,2026-01-02,Completed
11567,184,2026-01-30,Completed
11568,241,2026-01-05,Completed
11569,150,2026-01-30,Completed
11570,175,2026-01-29,Completed
11571,107,2026-01-26,Completed
11572,101,2026-01-20,Completed
11573,220,2026-01-21,Completed
11574,258,2026-01-25,Completed
11575,122,2026-01-26,Completed
11576,5,2026-01-07,Completed
11577,69,2026-01-07,Completed
11578,249,2026-01-12,Completed
11579,179,2026-01-25,Completed
11580,218,2026-01-16,Completed
11581,33,2026-01-02,Completed
11582,1,2026-01-06,Returned
11583,165,2026-01-15,Completed
11584,218,2026-01-14,Cancelled
11585,234,2026-01-22,Completed
11586,48,2026-01-03,Completed
11587,71,2026-01-24,Completed
11588,141,2026-01-07,Completed
11589,175,2026-01-13,Cancelled
11590,249,2026-01-10,Completed
11591,15,2026-01-03,Completed
11592,221,2026-01-23,Returned
11593,248,2026-01-22,Completed
11594,197,2026-01-27,Completed
11595,147,2026-01-21,Cancelled
11596,230,2026-01-03,Completed
11597,108,2026-01-12,Completed
11598,101,2026-02-13,Returned
11599,185,2026-02-27,Completed
11600,164,2026-02-15,Cancelled
11601,2,2026-02-14,Completed
11602,115,2026-02-14,Completed
11603,15,2026-02-04,Completed
11604,52,2026-02-09,Completed
11605,106,2026-02-09,Completed
11606,165,2026-02-26,Completed
11607,260,2026-02-13,Cancelled
11608,257,2026-02-15,Completed
11609,224,2026-02-11,Completed
11610,38,2026-02-09,Completed
11611,81,2026-02-23,Cancelled
11612,185,2026-02-20,Completed
11613,93,2026-02-04,Completed
11614,148,2026-02-17,Completed
11615,155,2026-02-26,Completed
11616,88,2026-02-22,Cancelled
11617,92,2026-02-20,Completed
11618,91,2026-02-23,Completed
11619,176,2026-02-25,Completed
11620,242,2026-02-22,Completed
11621,41,2026-02-14,Completed
11622,43,2026-02-09,Completed
11623,172,2026-02-01,Completed
11624,256,2026-02-11,Cancelled
11625,144,2026-02-02,Completed
11626,82,2026-02-18,Completed
11627,157,2026-02-23,Returned
11628,131,2026-02-23,Completed
11629,195,2026-02-04,Completed
11630,126,2026-02-25,Completed
11631,127,2026-02-01,Completed
11632,67,2026-02-13,Completed
11633,241,2026-02-07,Cancelled
11634,42,2026-02-20,Completed
11635,14,2026-02-08,Completed
11636,88,2026-02-26,Completed
11637,235,2026-02-28,Completed
11638,60,2026-02-04,Cancelled
11639,192,2026-02-08,Completed
11640,90,2026-02-21,Completed
11641,147,2026-02-08,Completed
11642,224,2026-02-05,Completed
11643,2,2026-02-05,Completed
11644,113,2026-02-22,Completed
11645,211,2026-02-07,Completed
11646,187,2026-02-18,Cancelled
11647,238,2026-02-05,Completed
11648,230,2026-02-07,Completed
11649,93,2026-02-13,Cancelled
11650,113,2026-02-16,Completed
11651,193,2026-02-15,Returned
11652,84,2026-02-22,Returned
11653,131,2026-02-20,Cancelled
11654,92,2026-02-21,Completed
11655,92,2026-02-26,Completed
11656,172,2026-02-02,Completed
11657,34,2026-02-19,Completed
11658,221,2026-02-08,Completed
11659,19,2026-02-02,Completed
11660,18,2026-02-22,Cancelled
11661,118,2026-02-11,Completed
11662,99,2026-02-09,Returned
11663,54,2026-02-13,Completed
11664,136,2026-02-14,Completed
11665,111,2026-02-28,Completed
11666,82,2026-02-24,Completed
11667,186,2026-02-18,Completed
11668,27,2026-02-09,Completed
11669,253,2026-02-09,Completed
11670,242,2026-02-08,Completed
11671,241,2026-02-13,Completed
11672,159,2026-02-10,Cancelled
11673,126,2026-02-21,Completed
11674,34,2026-02-20,Completed
11675,187,2026-02-13,Completed
11676,98,2026-02-22,Completed
11677,208,2026-02-05,Completed
11678,41,2026-02-21,Completed
11679,67,2026-02-14,Completed
11680,109,2026-02-25,Completed
11681,221,2026-02-05,Completed
11682,86,2026-02-09,Completed
11683,171,2026-03-14,Completed
11684,62,2026-03-20,Completed
11685,27,2026-03-01,Completed
11686,68,2026-03-04,Completed
11687,184,2026-03-29,Completed
11688,52,2026-03-01,Completed
11689,201,2026-03-27,Completed
11690,41,2026-03-08,Completed
11691,196,2026-03-18,Completed
11692,125,2026-03-11,Completed
11693,234,2026-03-24,Completed
11694,218,2026-03-14,Cancelled
11695,125,2026-03-02,Completed
11696,240,2026-03-12,Completed
11697,16,2026-03-27,Completed
11698,22,2026-03-07,Completed
11699,81,2026-03-25,Completed
11700,16,2026-03-13,Completed
11701,81,2026-03-10,Completed
11702,242,2026-03-27,Completed
11703,184,2026-03-19,Completed
11704,14,2026-03-29,Completed
11705,149,2026-03-29,Completed
11706,192,2026-03-10,Completed
11707,125,2026-03-05,Completed
11708,184,2026-03-23,Completed
11709,76,2026-03-31,Completed
11710,43,2026-03-22,Cancelled
11711,115,2026-03-16,Completed
11712,226,2026-03-11,Completed
11713,144,2026-03-18,Completed
11714,138,2026-03-17,Completed
11715,200,2026-03-20,Completed
11716,257,2026-03-06,Cancelled
11717,120,2026-03-23,Completed
11718,132,2026-03-12,Completed
11719,163,2026-03-09,Completed
11720,4,2026-03-30,Completed
